match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder
1216492,1,MI,CSK,3,5,Q de Kock,RG Sharma,DL Chahar,0,0,0,0,0,0,4,0,4,,,
1216492,1,MI,CSK,3,6,Q de Kock,RG Sharma,DL Chahar,0,0,0,0,0,0,2,0,2,,,
1216492,1,MI,CSK,4,1,RG Sharma,Q de Kock,L Ngidi,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,4,2,Q de Kock,RG Sharma,L Ngidi,0,0,0,0,0,0,4,0,4,,,
1216492,1,MI,CSK,4,3,Q de Kock,RG Sharma,L Ngidi,0,0,0,0,0,0,2,0,2,,,
1216492,1,MI,CSK,4,4,Q de Kock,RG Sharma,L Ngidi,0,1,0,0,0,0,0,1,1,,,
1216492,1,MI,CSK,4,5,Q de Kock,RG Sharma,L Ngidi,0,0,0,0,0,0,4,0,4,,,
1216492,1,MI,CSK,4,6,Q de Kock,RG Sharma,L Ngidi,0,1,0,0,0,0,0,1,1,,,
1216492,1,MI,CSK,4,7,Q de Kock,RG Sharma,L Ngidi,0,0,0,0,0,0,4,0,4,,,
1216492,1,MI,CSK,4,8,Q de Kock,RG Sharma,L Ngidi,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,5,1,Q de Kock,RG Sharma,PP Chawla,0,0,0,0,0,0,0,0,0,,,
1216492,1,MI,CSK,5,2,Q de Kock,RG Sharma,PP Chawla,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,5,3,RG Sharma,Q de Kock,PP Chawla,0,0,0,0,0,0,0,0,0,,,
1216492,1,MI,CSK,5,5,AS Yadav,Q de Kock,PP Chawla,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,5,6,Q de Kock,AS Yadav,PP Chawla,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,6,2,SS Tiwary,AS Yadav,S Curran,0,0,0,0,0,0,0,0,0,,,
1216492,1,MI,CSK,6,3,SS Tiwary,AS Yadav,S Curran,0,0,0,0,0,0,2,0,2,,,
1216492,1,MI,CSK,6,4,SS Tiwary,AS Yadav,S Curran,0,0,0,0,0,0,0,0,0,,,
1216492,1,MI,CSK,6,5,SS Tiwary,AS Yadav,S Curran,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,6,6,AS Yadav,SS Tiwary,S Curran,0,0,0,0,0,0,0,0,0,,,
1216492,1,MI,CSK,7,1,SS Tiwary,AS Yadav,RA Jadeja,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,7,2,AS Yadav,SS Tiwary,RA Jadeja,0,0,0,0,0,0,4,0,4,,,
1216492,1,MI,CSK,7,3,AS Yadav,SS Tiwary,RA Jadeja,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,7,4,SS Tiwary,AS Yadav,RA Jadeja,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,7,5,AS Yadav,SS Tiwary,RA Jadeja,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,7,6,SS Tiwary,AS Yadav,RA Jadeja,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,8,1,SS Tiwary,AS Yadav,S Curran,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,8,2,AS Yadav,SS Tiwary,S Curran,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,8,3,SS Tiwary,AS Yadav,S Curran,0,0,0,0,0,0,0,0,0,,,
1216492,1,MI,CSK,8,4,SS Tiwary,AS Yadav,S Curran,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,8,5,AS Yadav,SS Tiwary,S Curran,0,0,0,0,0,0,4,0,4,,,
1216492,1,MI,CSK,8,6,AS Yadav,SS Tiwary,S Curran,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,9,1,AS Yadav,SS Tiwary,RA Jadeja,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,9,2,SS Tiwary,AS Yadav,RA Jadeja,0,0,0,0,0,0,6,0,6,,,
1216492,1,MI,CSK,9,3,SS Tiwary,AS Yadav,RA Jadeja,0,0,0,0,0,0,2,0,2,,,
1216492,1,MI,CSK,9,4,SS Tiwary,AS Yadav,RA Jadeja,0,0,0,0,0,0,4,0,4,,,
1216492,1,MI,CSK,9,5,SS Tiwary,AS Yadav,RA Jadeja,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,9,6,AS Yadav,SS Tiwary,RA Jadeja,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,10,1,AS Yadav,SS Tiwary,PP Chawla,0,1,0,0,0,0,0,1,1,,,
1216492,1,MI,CSK,10,2,AS Yadav,SS Tiwary,PP Chawla,0,0,0,0,0,0,0,0,0,,,
1216492,1,MI,CSK,10,3,AS Yadav,SS Tiwary,PP Chawla,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,10,4,SS Tiwary,AS Yadav,PP Chawla,0,0,0,0,0,0,0,0,0,,,
1216492,1,MI,CSK,10,5,SS Tiwary,AS Yadav,PP Chawla,0,0,0,0,0,0,0,0,0,,,
1216492,1,MI,CSK,10,6,SS Tiwary,AS Yadav,PP Chawla,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,10,7,AS Yadav,SS Tiwary,PP Chawla,0,0,0,0,0,0,0,0,0,,,
1216492,1,MI,CSK,11,1,SS Tiwary,AS Yadav,DL Chahar,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,11,2,AS Yadav,SS Tiwary,DL Chahar,0,0,0,0,0,0,0,0,0,,,
1216492,1,MI,CSK,11,3,AS Yadav,SS Tiwary,DL Chahar,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,11,4,SS Tiwary,AS Yadav,DL Chahar,0,0,0,0,0,0,2,0,2,,,
1216492,1,MI,CSK,11,5,SS Tiwary,AS Yadav,DL Chahar,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,11,6,AS Yadav,SS Tiwary,DL Chahar,0,1,0,0,0,0,0,1,1,,,
1216492,1,MI,CSK,12,1,SS Tiwary,AS Yadav,RA Jadeja,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,12,2,HH Pandya,AS Yadav,RA Jadeja,0,0,0,0,0,0,0,0,0,,,
1216492,1,MI,CSK,12,3,HH Pandya,AS Yadav,RA Jadeja,0,0,0,0,0,0,0,0,0,,,
1216492,1,MI,CSK,12,4,HH Pandya,AS Yadav,RA Jadeja,0,0,0,0,0,0,0,0,0,,,
1216492,1,MI,CSK,12,5,HH Pandya,AS Yadav,RA Jadeja,0,0,0,0,0,0,6,0,6,,,
1216492,1,MI,CSK,12,6,HH Pandya,AS Yadav,RA Jadeja,0,0,0,0,0,0,6,0,6,,,
1216492,1,MI,CSK,13,1,SS Tiwary,AS Yadav,L Ngidi,0,0,0,0,0,0,0,0,0,,,
1216492,1,MI,CSK,13,2,SS Tiwary,AS Yadav,L Ngidi,0,0,0,0,0,0,2,0,2,,,
1216492,1,MI,CSK,13,3,SS Tiwary,AS Yadav,L Ngidi,0,0,0,0,0,0,4,0,4,,,
1216492,1,MI,CSK,13,4,SS Tiwary,AS Yadav,L Ngidi,0,0,0,0,0,0,4,0,4,,,
1216492,1,MI,CSK,13,5,SS Tiwary,AS Yadav,L Ngidi,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,13,6,HH Pandya,AS Yadav,L Ngidi,0,0,0,0,0,0,0,0,0,,,
1216492,1,MI,CSK,14,1,SS Tiwary,AS Yadav,PP Chawla,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,14,2,HH Pandya,AS Yadav,PP Chawla,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,14,3,SS Tiwary,AS Yadav,PP Chawla,0,0,0,0,0,0,2,0,2,,,
1216492,1,MI,CSK,14,4,SS Tiwary,AS Yadav,PP Chawla,0,0,0,0,0,0,0,0,0,,,
1216492,1,MI,CSK,14,5,SS Tiwary,AS Yadav,PP Chawla,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,14,6,HH Pandya,AS Yadav,PP Chawla,0,0,0,0,0,0,0,0,0,,,
1216492,1,MI,CSK,15,2,KA Pollard,HH Pandya,RA Jadeja,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,15,3,HH Pandya,KA Pollard,RA Jadeja,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,15,4,KA Pollard,HH Pandya,RA Jadeja,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,15,6,KH Pandya,KA Pollard,RA Jadeja,0,0,0,0,0,0,2,0,2,,,
1216492,1,MI,CSK,16,1,KA Pollard,KH Pandya,PP Chawla,0,0,0,0,0,0,0,0,0,,,
1216492,1,MI,CSK,16,2,KA Pollard,KH Pandya,PP Chawla,0,0,0,0,0,0,6,0,6,,,
1216492,1,MI,CSK,16,3,KA Pollard,KH Pandya,PP Chawla,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,16,4,KH Pandya,KA Pollard,PP Chawla,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,16,5,KA Pollard,KH Pandya,PP Chawla,0,0,0,0,0,0,0,0,0,,,
1216492,1,MI,CSK,16,6,KA Pollard,KH Pandya,PP Chawla,0,0,0,0,0,0,2,0,2,,,
1216492,1,MI,CSK,17,2,JL Pattinson,KA Pollard,L Ngidi,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,17,3,KA Pollard,JL Pattinson,L Ngidi,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,17,4,JL Pattinson,KA Pollard,L Ngidi,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,17,5,KA Pollard,JL Pattinson,L Ngidi,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,17,6,JL Pattinson,KA Pollard,L Ngidi,0,0,0,0,0,0,0,0,0,,,
1216492,1,MI,CSK,18,1,KA Pollard,JL Pattinson,S Curran,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,18,2,JL Pattinson,KA Pollard,S Curran,0,0,0,0,0,0,4,0,4,,,
1216492,1,MI,CSK,18,3,JL Pattinson,KA Pollard,S Curran,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,18,4,KA Pollard,JL Pattinson,S Curran,0,0,0,0,0,0,4,0,4,,,
1216492,1,MI,CSK,18,5,KA Pollard,JL Pattinson,S Curran,0,0,0,0,0,0,0,0,0,,,
1216492,1,MI,CSK,18,6,KA Pollard,JL Pattinson,S Curran,0,0,0,1,0,0,0,1,1,,,
1216492,1,MI,CSK,19,2,RD Chahar,JL Pattinson,L Ngidi,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,19,3,JL Pattinson,RD Chahar,L Ngidi,0,0,0,0,0,0,4,0,4,,,
1216492,1,MI,CSK,19,4,JL Pattinson,RD Chahar,L Ngidi,0,0,0,0,0,0,0,0,0,,,
1216492,1,MI,CSK,19,6,RD Chahar,RD Chahar,L Ngidi,0,0,0,0,0,0,0,0,0,,,
1216492,1,MI,CSK,20,1,TA Boult,RD Chahar,DL Chahar,0,0,0,0,0,0,0,0,0,TA Boult,bowled,
1216492,1,MI,CSK,20,2,JJ Bumrah,RD Chahar,DL Chahar,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,20,3,RD Chahar,JJ Bumrah,DL Chahar,0,0,0,0,0,0,0,0,0,,,
1216492,1,MI,CSK,20,4,RD Chahar,JJ Bumrah,DL Chahar,0,0,0,0,0,0,1,0,1,,,
1216492,1,MI,CSK,20,5,JJ Bumrah,RD Chahar,DL Chahar,0,0,0,0,0,0,2,0,2,,,
1216492,1,MI,CSK,20,6,JJ Bumrah,RD Chahar,DL Chahar,0,0,0,0,0,0,2,0,2,,,
1216492,2,CSK,MI,1,1,M Vijay,SR Watson,TA Boult,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,1,2,SR Watson,M Vijay,TA Boult,0,0,0,0,0,0,0,0,0,,,
1216492,2,CSK,MI,1,3,SR Watson,M Vijay,TA Boult,0,0,0,0,0,0,0,0,0,,,
1216492,2,CSK,MI,1,4,SR Watson,M Vijay,TA Boult,0,0,0,0,0,0,0,0,0,,,
1216492,2,CSK,MI,1,5,SR Watson,M Vijay,TA Boult,0,0,0,0,0,0,4,0,4,,,
1216492,2,CSK,MI,1,6,SR Watson,M Vijay,TA Boult,0,0,0,0,0,0,0,0,0,SR Watson,lbw,
1216492,2,CSK,MI,2,1,M Vijay,AT Rayudu,JL Pattinson,0,0,0,0,0,0,0,0,0,,,
1216492,2,CSK,MI,2,2,M Vijay,AT Rayudu,JL Pattinson,0,1,0,0,0,0,0,1,1,,,
1216492,2,CSK,MI,2,3,M Vijay,AT Rayudu,JL Pattinson,0,0,0,0,0,0,0,0,0,,,
1216492,2,CSK,MI,2,4,M Vijay,AT Rayudu,JL Pattinson,0,0,0,0,0,0,0,0,0,,,
1216492,2,CSK,MI,2,5,M Vijay,AT Rayudu,JL Pattinson,0,0,0,0,0,0,0,0,0,,,
1216492,2,CSK,MI,2,6,M Vijay,AT Rayudu,JL Pattinson,0,0,0,0,0,0,0,0,0,,,
1216492,2,CSK,MI,2,7,M Vijay,AT Rayudu,JL Pattinson,0,0,0,0,0,0,0,0,0,M Vijay,lbw,
1216492,2,CSK,MI,3,1,F du Plessis,AT Rayudu,TA Boult,0,0,0,0,0,0,0,0,0,,,
1216492,2,CSK,MI,3,2,F du Plessis,AT Rayudu,TA Boult,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,3,3,AT Rayudu,F du Plessis,TA Boult,0,0,0,0,0,0,0,0,0,,,
1216492,2,CSK,MI,3,4,AT Rayudu,F du Plessis,TA Boult,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,3,5,F du Plessis,AT Rayudu,TA Boult,0,0,0,0,0,0,0,0,0,,,
1216492,2,CSK,MI,3,6,F du Plessis,AT Rayudu,TA Boult,0,0,0,0,0,0,4,0,4,,,
1216492,2,CSK,MI,4,1,AT Rayudu,F du Plessis,JL Pattinson,0,0,0,0,0,0,4,0,4,,,
1216492,2,CSK,MI,4,2,AT Rayudu,F du Plessis,JL Pattinson,0,0,0,0,0,0,0,0,0,,,
1216492,2,CSK,MI,4,3,AT Rayudu,F du Plessis,JL Pattinson,0,0,0,0,0,0,0,0,0,,,
1216492,2,CSK,MI,4,4,AT Rayudu,F du Plessis,JL Pattinson,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,4,5,F du Plessis,AT Rayudu,JL Pattinson,0,0,0,0,0,0,0,0,0,,,
1216492,2,CSK,MI,4,6,F du Plessis,AT Rayudu,JL Pattinson,0,0,0,0,0,0,2,0,2,,,
1216492,2,CSK,MI,5,1,AT Rayudu,F du Plessis,TA Boult,0,0,0,0,0,0,4,0,4,,,
1216492,2,CSK,MI,5,2,AT Rayudu,F du Plessis,TA Boult,0,0,0,0,0,0,0,0,0,,,
1216492,2,CSK,MI,5,3,AT Rayudu,F du Plessis,TA Boult,0,0,0,0,0,0,0,0,0,,,
1216492,2,CSK,MI,5,4,AT Rayudu,F du Plessis,TA Boult,0,0,0,0,0,0,0,0,0,,,
1216492,2,CSK,MI,5,5,AT Rayudu,F du Plessis,TA Boult,0,0,0,0,0,0,0,0,0,,,
1216492,2,CSK,MI,5,6,AT Rayudu,F du Plessis,TA Boult,0,0,0,0,0,0,0,0,0,,,
1216492,2,CSK,MI,6,1,F du Plessis,AT Rayudu,JJ Bumrah,0,0,0,0,0,0,0,0,0,,,
1216492,2,CSK,MI,6,2,F du Plessis,AT Rayudu,JJ Bumrah,0,0,0,0,0,0,0,0,0,,,
1216492,2,CSK,MI,6,3,F du Plessis,AT Rayudu,JJ Bumrah,0,0,0,0,0,0,0,0,0,,,
1216492,2,CSK,MI,6,4,F du Plessis,AT Rayudu,JJ Bumrah,0,0,0,0,0,0,0,0,0,,,
1216492,2,CSK,MI,6,5,F du Plessis,AT Rayudu,JJ Bumrah,0,0,0,0,0,0,3,0,3,,,
1216492,2,CSK,MI,6,6,AT Rayudu,F du Plessis,JJ Bumrah,0,0,0,0,5,0,0,5,5,,,
1216492,2,CSK,MI,6,7,AT Rayudu,F du Plessis,JJ Bumrah,0,0,0,0,0,0,6,0,6,,,
1216492,2,CSK,MI,7,1,F du Plessis,AT Rayudu,MK Pandey,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,7,2,AT Rayudu,F du Plessis,MK Pandey,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,7,3,F du Plessis,AT Rayudu,MK Pandey,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,7,4,AT Rayudu,F du Plessis,MK Pandey,0,0,0,0,0,0,0,0,0,,,
1216492,2,CSK,MI,7,5,AT Rayudu,F du Plessis,MK Pandey,0,0,0,0,0,0,2,0,2,,,
1216492,2,CSK,MI,7,6,AT Rayudu,F du Plessis,MK Pandey,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,8,1,AT Rayudu,F du Plessis,RD Chahar,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,8,2,F du Plessis,AT Rayudu,RD Chahar,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,8,3,AT Rayudu,F du Plessis,RD Chahar,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,8,4,F du Plessis,AT Rayudu,RD Chahar,0,0,0,0,0,0,0,0,0,,,
1216492,2,CSK,MI,8,5,F du Plessis,AT Rayudu,RD Chahar,0,0,0,0,0,0,4,0,4,,,
1216492,2,CSK,MI,8,6,F du Plessis,AT Rayudu,RD Chahar,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,9,1,F du Plessis,AT Rayudu,MK Pandey,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,9,2,AT Rayudu,F du Plessis,MK Pandey,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,9,3,F du Plessis,AT Rayudu,MK Pandey,0,1,0,0,0,0,0,1,1,,,
1216492,2,CSK,MI,9,4,F du Plessis,AT Rayudu,MK Pandey,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,9,5,AT Rayudu,F du Plessis,MK Pandey,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,9,6,F du Plessis,AT Rayudu,MK Pandey,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,9,7,AT Rayudu,F du Plessis,MK Pandey,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,10,1,AT Rayudu,F du Plessis,RD Chahar,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,10,2,F du Plessis,AT Rayudu,RD Chahar,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,10,3,AT Rayudu,F du Plessis,RD Chahar,0,0,0,0,0,0,4,0,4,,,
1216492,2,CSK,MI,10,4,AT Rayudu,F du Plessis,RD Chahar,0,0,0,0,0,0,4,0,4,,,
1216492,2,CSK,MI,10,5,AT Rayudu,F du Plessis,RD Chahar,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,10,6,F du Plessis,AT Rayudu,RD Chahar,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,11,1,F du Plessis,AT Rayudu,MK Pandey,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,11,2,AT Rayudu,F du Plessis,MK Pandey,0,0,0,0,0,0,6,0,6,,,
1216492,2,CSK,MI,11,3,AT Rayudu,F du Plessis,MK Pandey,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,11,4,F du Plessis,AT Rayudu,MK Pandey,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,11,5,AT Rayudu,F du Plessis,MK Pandey,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,11,6,F du Plessis,AT Rayudu,MK Pandey,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,12,1,F du Plessis,AT Rayudu,JJ Bumrah,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,12,2,AT Rayudu,F du Plessis,JJ Bumrah,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,12,3,F du Plessis,AT Rayudu,JJ Bumrah,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,12,4,AT Rayudu,F du Plessis,JJ Bumrah,0,0,0,0,0,0,0,0,0,,,
1216492,2,CSK,MI,12,5,AT Rayudu,F du Plessis,JJ Bumrah,0,0,0,0,0,0,4,0,4,,,
1216492,2,CSK,MI,12,6,AT Rayudu,F du Plessis,JJ Bumrah,0,0,0,0,0,0,0,0,0,,,
1216492,2,CSK,MI,13,1,F du Plessis,AT Rayudu,RD Chahar,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,13,2,AT Rayudu,F du Plessis,RD Chahar,0,0,0,0,0,0,6,0,6,,,
1216492,2,CSK,MI,13,3,AT Rayudu,F du Plessis,RD Chahar,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,13,4,F du Plessis,AT Rayudu,RD Chahar,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,13,5,AT Rayudu,F du Plessis,RD Chahar,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,13,6,F du Plessis,AT Rayudu,RD Chahar,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,14,1,F du Plessis,AT Rayudu,JL Pattinson,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,14,2,AT Rayudu,F du Plessis,JL Pattinson,0,0,0,0,0,0,0,0,0,,,
1216492,2,CSK,MI,14,3,AT Rayudu,F du Plessis,JL Pattinson,0,0,0,0,0,0,2,0,2,,,
1216492,2,CSK,MI,14,4,AT Rayudu,F du Plessis,JL Pattinson,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,14,5,F du Plessis,AT Rayudu,JL Pattinson,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,14,6,AT Rayudu,F du Plessis,JL Pattinson,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,15,1,AT Rayudu,F du Plessis,JJ Bumrah,0,0,0,0,0,0,0,0,0,,,
1216492,2,CSK,MI,15,2,AT Rayudu,F du Plessis,JJ Bumrah,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,15,3,F du Plessis,AT Rayudu,JJ Bumrah,0,0,0,0,0,0,4,0,4,,,
1216492,2,CSK,MI,15,4,F du Plessis,AT Rayudu,JJ Bumrah,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,15,5,AT Rayudu,F du Plessis,JJ Bumrah,0,0,0,0,0,0,2,0,2,,,
1216492,2,CSK,MI,15,6,AT Rayudu,F du Plessis,JJ Bumrah,0,1,0,0,0,0,0,1,1,,,
1216492,2,CSK,MI,15,7,AT Rayudu,F du Plessis,JJ Bumrah,0,0,0,0,0,0,2,0,2,,,
1216492,2,CSK,MI,16,1,F du Plessis,AT Rayudu,RD Chahar,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,16,2,AT Rayudu,F du Plessis,RD Chahar,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,16,3,F du Plessis,AT Rayudu,RD Chahar,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,16,4,AT Rayudu,F du Plessis,RD Chahar,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,16,5,F du Plessis,AT Rayudu,RD Chahar,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,17,1,RA Jadeja,F du Plessis,JL Pattinson,0,0,0,0,0,0,4,0,4,,,
1216492,2,CSK,MI,17,2,RA Jadeja,F du Plessis,JL Pattinson,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,17,3,F du Plessis,RA Jadeja,JL Pattinson,0,0,0,0,0,0,2,0,2,,,
1216492,2,CSK,MI,17,4,F du Plessis,RA Jadeja,JL Pattinson,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,17,5,RA Jadeja,F du Plessis,JL Pattinson,0,0,0,0,0,0,4,0,4,,,
1216492,2,CSK,MI,17,6,RA Jadeja,F du Plessis,JL Pattinson,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,18,1,RA Jadeja,F du Plessis,MK Pandey,0,0,0,0,0,0,0,0,0,RA Jadeja,lbw,
1216492,2,CSK,MI,18,2,S Curran,F du Plessis,MK Pandey,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,18,3,F du Plessis,S Curran,MK Pandey,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,18,4,S Curran,F du Plessis,MK Pandey,0,0,0,0,0,0,6,0,6,,,
1216492,2,CSK,MI,18,5,S Curran,F du Plessis,MK Pandey,0,0,0,0,0,0,4,0,4,,,
1216492,2,CSK,MI,18,6,S Curran,F du Plessis,MK Pandey,0,0,0,0,0,0,1,0,1,,,
1216492,2,CSK,MI,19,1,S Curran,F du Plessis,JJ Bumrah,0,0,0,0,0,0,6,0,6,,,
1216492,2,CSK,MI,19,3,F du Plessis,MS Dhoni,JJ Bumrah,0,0,0,0,0,0,4,0,4,,,
1216492,2,CSK,MI,19,4,F du Plessis,MS Dhoni,JJ Bumrah,0,0,0,0,0,0,1,0,1,,,
